날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2021-07-16,17,35.0,,1.9,48,2000
2021-07-16,18,33.2,,4.2,63,2000
2021-07-16,19,30.3,,4.5,57,2000
2021-07-16,20,26.4,,3.5,71,2000
2021-07-16,21,26.5,,0.6,67,2000
2021-07-16,22,26.6,,2.2,67,2000
2021-07-16,23,26.9,,1.6,70,2000
2021-07-17,00,26.4,,1.7,72,2000
2021-07-17,01,25.8,,1.5,73,2000
2021-07-17,02,25.5,,1.5,75,2000
2021-07-17,03,25.2,,1.5,77,2000
2021-07-17,04,25.1,,2.3,78,2000
2021-07-17,05,24.8,,2.3,79,2000
2021-07-17,06,24.7,,2.4,80,2000
2021-07-17,07,25.4,,1.4,77,2000
2021-07-17,08,27.1,,2.6,68,2000
2021-07-17,09,28.5,,2.0,64,2000
2021-07-17,10,29.8,,2.2,58,2000
2021-07-17,11,30.3,,2.2,57,2000
2021-07-17,12,31.4,,3.5,53,2000
2021-07-17,13,31.6,,2.6,54,2000
2021-07-17,14,32.4,,2.7,51,2000
2021-07-17,15,32.5,,2.2,52,2000
2021-07-17,16,32.8,,2.2,54,2000
2021-07-17,17,31.6,,2.6,53,2000
2021-07-17,18,32.4,,2.3,52,2000
2021-07-17,19,30.4,0.0,1.4,60,2000
2021-07-17,20,30.1,,3.0,59,2000
2021-07-17,21,29.6,,3.5,60,2000
2021-07-17,22,29.2,,3.1,62,2000
2021-07-17,23,28.7,,2.6,64,2000
2021-07-18,00,28.1,,2.3,67,2000
2021-07-18,01,27.7,,2.5,68,2000
2021-07-18,02,27.1,,2.0,75,2000
2021-07-18,03,27.1,,2.2,72,2000
2021-07-18,04,26.7,,1.7,72,2000
2021-07-18,05,26.2,,1.8,76,2000
2021-07-18,06,25.7,,2.5,79,2000
2021-07-18,07,26.3,,2.3,76,2000
2021-07-18,08,27.7,,1.9,69,2000
2021-07-18,09,28.8,,3.0,61,2000
2021-07-18,10,30.3,,2.1,58,2000
2021-07-18,11,30.5,,2.3,57,2000
2021-07-18,12,31.6,,2.1,53,2000
2021-07-18,13,31.5,,2.2,51,2000
2021-07-18,14,32.5,,2.2,50,2000
2021-07-18,15,33.1,,2.3,50,2000
2021-07-18,16,34.0,,2.0,46,2000
2021-07-18,17,33.7,,2.9,46,2000
2021-07-18,18,32.5,,2.5,49,2000
2021-07-18,19,31.9,,2.0,50,2000
2021-07-18,20,30.9,,1.5,62,2000
2021-07-18,21,29.9,,2.5,66,2000
2021-07-18,22,29.4,,1.2,69,2000
2021-07-18,23,27.8,,1.3,70,2000
2021-07-19,00,27.7,,1.0,70,2000
2021-07-19,01,27.5,,2.1,71,2000
2021-07-19,02,27.1,,2.0,73,2000
2021-07-19,03,26.8,,2.7,75,2000
2021-07-19,04,26.4,,2.3,76,2000
2021-07-19,05,26.1,,0.9,77,2000
2021-07-19,06,25.7,,1.7,79,2000
2021-07-19,07,26.2,,1.9,78,2000
2021-07-19,08,27.3,,2.1,73,2000
2021-07-19,09,29.0,,2.1,68,2000
2021-07-19,10,29.7,,1.3,64,2000
2021-07-19,11,30.1,,1.6,63,2000
2021-07-19,12,30.2,,1.7,63,2000
2021-07-19,13,30.1,,3.0,63,2000
2021-07-19,14,29.4,0.0,2.1,68,2000
2021-07-19,15,24.1,64.7,4.1,94,77
2021-07-19,16,24.3,1.7,1.5,91,1908
2021-07-19,17,24.4,0.3,1.7,92,1699
2021-07-19,18,24.8,0.7,0.8,88,2000
2021-07-19,19,25.7,,0.9,88,2000
2021-07-19,20,25.8,0.0,1.5,83,2000
2021-07-19,21,25.4,0.0,1.2,84,2000
2021-07-19,22,25.3,,1.1,88,2000
2021-07-19,23,25.0,,1.6,90,2000
2021-07-20,00,24.8,,1.1,90,2000
2021-07-20,01,24.6,,2.0,91,2000
2021-07-20,02,24.4,,0.9,91,2000
2021-07-20,03,24.1,,1.8,92,2000
2021-07-20,04,23.9,,1.8,92,2000
2021-07-20,05,23.7,,2.1,93,2000
2021-07-20,06,23.8,,1.2,93,2000
2021-07-20,07,24.4,,1.2,91,2000
2021-07-20,08,25.6,,1.2,86,2000
2021-07-20,09,27.6,,1.5,76,2000
2021-07-20,10,29.3,,2.1,72,2000
2021-07-20,11,30.3,,0.7,68,2000
2021-07-20,12,31.7,,1.5,60,2000
2021-07-20,13,31.3,,1.3,61,2000
2021-07-20,14,31.2,,2.9,62,2000
2021-07-20,15,31.6,,2.4,60,2000
2021-07-20,16,31.3,0.0,1.4,62,2000
2021-07-20,17,29.2,0.0,2.7,73,2000
2021-07-20,18,29.0,0.0,0.4,72,2000
2021-07-20,19,28.9,,1.1,71,2000
2021-07-20,20,28.6,,1.4,71,2000
2021-07-20,21,28.1,,1.1,75,2000
2021-07-20,22,27.9,,0.5,75,2000
2021-07-20,23,27.6,,0.4,77,2000
2021-07-21,00,27.4,,1.6,78,2000
2021-07-21,01,27.0,,1.4,81,2000
2021-07-21,02,26.7,,1.4,84,2000
2021-07-21,03,26.4,,1.3,84,2000
2021-07-21,04,26.0,,1.5,86,2000
2021-07-21,05,25.6,,1.8,88,2000
2021-07-21,06,25.3,,1.4,89,2000
2021-07-21,07,26.1,,1.3,85,2000
2021-07-21,08,27.8,,1.4,80,2000
2021-07-21,09,29.5,,2.0,71,2000
2021-07-21,10,30.9,,2.4,66,2000
2021-07-21,11,32.2,,2.0,61,2000
2021-07-21,12,32.6,,2.3,57,2000
2021-07-21,13,33.2,,1.7,55,2000
2021-07-21,14,33.6,,1.9,54,2000
2021-07-21,15,34.3,,1.9,52,2000
2021-07-21,16,34.8,,1.7,47,2000
2021-07-21,17,35.1,,2.0,41,2000
2021-07-21,18,34.7,,2.7,43,2000
2021-07-21,19,33.8,,2.1,46,2000
2021-07-21,20,32.6,,1.8,50,2000
2021-07-21,21,31.7,,2.1,51,2000
2021-07-21,22,30.7,,0.6,58,2000
2021-07-21,23,29.8,,0.5,62,2000
2021-07-22,00,29.1,,1.1,65,2000
2021-07-22,01,28.5,,1.9,71,2000
2021-07-22,02,28.1,,1.7,75,2000
2021-07-22,03,27.7,,2.1,77,2000
2021-07-22,04,27.4,,2.0,75,2000
2021-07-22,05,27.0,,1.8,76,2000
2021-07-22,06,26.6,,1.7,77,2000
2021-07-22,07,26.6,,2.0,78,2000
2021-07-22,08,28.2,,2.3,71,2000
2021-07-22,09,29.6,,1.9,69,2000
2021-07-22,10,31.0,,2.4,63,2000
2021-07-22,11,32.4,,3.3,55,2000
2021-07-22,12,33.4,,2.8,46,2000
2021-07-22,13,34.4,,2.5,45,2000
2021-07-22,14,35.1,,2.3,40,2000
2021-07-22,15,35.2,,2.6,40,2000
2021-07-22,16,35.7,,1.9,42,2000
2021-07-22,17,35.7,,1.1,40,2000
2021-07-22,18,34.9,,2.7,46,2000
2021-07-22,19,33.9,,2.1,47,2000
2021-07-22,20,32.6,,0.6,58,2000
2021-07-22,21,31.8,,0.7,62,2000
2021-07-22,22,31.4,,2.7,60,2000
2021-07-22,23,31.1,,2.3,59,2000
2021-07-23,00,30.5,,0.2,61,2000
2021-07-23,01,29.6,,0.7,66,2000
2021-07-23,02,28.9,,1.2,69,2000
2021-07-23,03,28.4,,1.2,70,2000
2021-07-23,04,27.9,,1.2,71,2000
2021-07-23,05,27.3,,1.0,73,2000
2021-07-23,06,27.2,,2.1,72,2000
2021-07-23,07,27.3,,0.9,73,2000
2021-07-23,08,28.7,,2.0,70,2000
2021-07-23,09,30.1,,1.1,66,2000
2021-07-23,10,31.3,,1.2,64,2000
2021-07-23,11,32.2,,2.7,58,2000
2021-07-23,12,33.4,,2.2,57,2000
2021-07-23,13,33.8,,1.6,52,2000
2021-07-23,14,35.0,,2.8,49,2000
2021-07-23,15,35.4,,2.9,46,2000
2021-07-23,16,35.7,,1.8,47,2000
2021-07-23,17,35.3,,2.7,45,2000
2021-07-23,18,34.8,,2.1,44,2000
2021-07-23,19,33.9,,2.7,45,2000
2021-07-23,20,32.5,,2.0,61,2000
2021-07-23,21,30.9,,2.1,66,2000
2021-07-23,22,30.5,,0.5,69,2000
2021-07-23,23,30.0,,0.5,72,2000
2021-07-24,00,29.6,,0.5,73,2000
2021-07-24,01,29.0,,0.7,73,2000
2021-07-24,02,28.4,,1.3,69,2000
2021-07-24,03,28.1,,1.0,71,2000
2021-07-24,04,27.7,,1.2,72,2000
2021-07-24,05,27.3,,1.7,75,2000
2021-07-24,06,26.9,,2.0,75,2000
2021-07-24,07,27.3,,1.4,75,2000
2021-07-24,08,29.2,,1.7,70,2000
2021-07-24,09,30.6,,1.6,65,2000
2021-07-24,10,32.2,,1.9,62,2000
2021-07-24,11,33.0,,1.7,55,2000
2021-07-24,12,34.3,,2.1,54,2000
2021-07-24,13,35.1,,3.1,47,2000
2021-07-24,14,35.6,,3.2,40,2000
2021-07-24,15,36.3,,2.1,38,2000
2021-07-24,16,36.0,,2.8,43,2000
2021-07-24,17,36.1,,2.9,41,2000
2021-07-24,18,35.4,,1.7,40,2000
2021-07-24,19,34.4,,2.1,44,2000
2021-07-24,20,32.5,,2.5,57,2000
2021-07-24,21,31.6,,0.4,58,2000
2021-07-24,22,31.1,,1.3,62,2000
2021-07-24,23,30.7,,1.6,55,2000
2021-07-25,00,30.2,,1.4,58,2000
2021-07-25,01,29.4,,1.4,63,2000
2021-07-25,02,28.7,,1.4,64,2000
2021-07-25,03,28.3,,1.5,66,2000
2021-07-25,04,27.9,,0.8,68,2000
2021-07-25,05,27.5,,1.1,71,2000
2021-07-25,06,27.2,,1.7,72,2000
2021-07-25,07,27.4,,2.0,73,2000
2021-07-25,08,29.1,,2.5,65,2000
2021-07-25,09,30.5,,1.7,58,2000
2021-07-25,10,31.8,,2.4,52,2000
2021-07-25,11,32.9,,2.8,52,2000
2021-07-25,12,33.7,,2.9,46,2000
2021-07-25,13,34.7,,1.8,40,2000
2021-07-25,14,35.1,,1.4,44,2000
2021-07-25,15,35.3,,2.5,42,2000
2021-07-25,16,35.7,,3.3,43,2000
2021-07-25,17,35.3,,2.5,44,2000
2021-07-25,18,34.9,,3.3,46,2000
2021-07-25,19,34.0,,2.6,49,2000
2021-07-25,20,32.9,,2.2,51,2000
2021-07-25,21,31.7,,2.5,56,2000
2021-07-25,22,30.9,,1.7,57,2000
2021-07-25,23,30.9,,2.0,60,2000
2021-07-26,00,30.4,,2.4,60,2000
2021-07-26,01,29.9,,2.6,60,2000
2021-07-26,02,29.5,,2.1,64,2000
2021-07-26,03,28.9,,1.9,64,2000
2021-07-26,04,28.3,,2.1,68,2000
2021-07-26,05,27.9,,2.4,66,2000
2021-07-26,06,27.5,,3.1,67,2000
2021-07-26,07,27.7,,2.4,71,2000
2021-07-26,08,29.2,,2.4,63,2000
2021-07-26,09,30.3,,1.6,59,2000
2021-07-26,10,31.3,,2.5,53,2000
2021-07-26,11,32.7,,2.2,51,2000
2021-07-26,12,33.0,,2.3,46,2000
2021-07-26,13,33.8,,2.3,45,2000
2021-07-26,14,34.5,,2.9,42,2000
2021-07-26,15,35.2,,2.1,43,2000
2021-07-26,16,35.4,,3.7,43,2000
2021-07-26,17,35.0,,3.9,43,2000
2021-07-26,18,34.9,,2.9,44,2000
2021-07-26,19,34.0,,3.5,45,2000
2021-07-26,20,31.5,,2.4,55,2000
2021-07-26,21,30.6,,2.7,57,2000
2021-07-26,22,30.0,,2.6,56,2000
2021-07-26,23,29.6,,1.2,58,2000
2021-07-27,00,29.2,,0.3,59,2000
2021-07-27,01,29.1,,0.3,62,2000
2021-07-27,02,29.0,,0.6,63,2000
2021-07-27,03,28.5,,1.9,65,2000
2021-07-27,04,28.3,,1.9,65,2000
2021-07-27,05,28.0,,1.8,68,2000
2021-07-27,06,27.9,,1.9,69,2000
2021-07-27,07,28.0,,1.6,71,2000
2021-07-27,08,29.8,,1.8,66,2000
2021-07-27,09,31.3,,1.5,62,2000
2021-07-27,10,32.2,,2.5,57,2000
2021-07-27,11,32.1,,2.3,56,2000
2021-07-27,12,33.4,,1.9,53,2000
2021-07-27,13,34.2,,1.5,50,2000
2021-07-27,14,34.0,,2.7,53,2000
2021-07-27,15,34.5,,1.7,49,2000
2021-07-27,16,35.2,,0.8,45,2000
2021-07-27,17,34.3,,4.6,56,2000
2021-07-27,18,33.3,,4.3,57,2000
2021-07-27,19,31.5,,3.2,61,2000
2021-07-27,20,30.7,,2.9,64,2000
2021-07-27,21,30.1,,3.2,63,2000
2021-07-27,22,29.6,,2.5,63,2000
2021-07-27,23,29.7,,3.1,65,2000
2021-07-28,00,29.8,,1.1,66,2000
2021-07-28,01,29.5,,0.9,67,2000
2021-07-28,02,28.9,,2.2,70,2000
2021-07-28,03,28.4,,2.9,74,2000
2021-07-28,04,27.9,,1.9,73,2000
2021-07-28,05,27.5,,2.3,75,2000
2021-07-28,06,27.1,,2.5,76,2000
2021-07-28,07,27.5,,1.8,76,2000
2021-07-28,08,29.0,,1.7,72,2000
2021-07-28,09,30.1,,1.9,67,2000
2021-07-28,10,31.1,,1.4,62,2000
2021-07-28,11,32.9,,2.1,58,2000
2021-07-28,12,33.8,,2.3,56,2000
2021-07-28,13,33.9,,1.9,54,2000
2021-07-28,14,33.0,0.0,1.2,56,2000
2021-07-28,15,34.5,0.0,1.7,52,2000
2021-07-28,16,32.5,0.0,3.2,60,2000
2021-07-28,17,30.2,0.0,3.1,70,1968
2021-07-28,18,30.3,,2.1,67,2000
2021-07-28,19,30.3,,1.7,67,2000
2021-07-28,20,30.1,,1.0,70,2000
2021-07-28,21,30.0,,1.2,71,2000
2021-07-28,22,29.7,,1.9,72,2000
2021-07-28,23,29.3,,1.2,75,2000
2021-07-29,00,28.8,,0.2,76,2000
2021-07-29,01,28.4,,1.0,77,2000
2021-07-29,02,28.1,,1.0,78,2000
2021-07-29,03,27.9,,0.8,80,2000
2021-07-29,04,27.6,,1.4,80,2000
2021-07-29,05,27.3,,1.5,81,1698
2021-07-29,06,27.1,,1.2,84,1424
2021-07-29,07,27.5,,2.0,81,1245
2021-07-29,08,28.1,,1.2,78,1690
2021-07-29,09,28.9,,1.5,74,1789
2021-07-29,10,30.1,,1.4,73,1466
2021-07-29,11,30.5,,2.0,71,1145
2021-07-29,12,31.7,,1.5,64,1227
2021-07-29,13,33.2,,1.2,60,1590
2021-07-29,14,32.9,,2.3,59,1593
2021-07-29,15,33.0,,2.6,58,2000
2021-07-29,16,32.9,,2.7,58,2000
2021-07-29,17,32.1,,3.7,59,2000
2021-07-29,18,31.5,,2.3,63,2000
2021-07-29,19,31.0,,2.9,64,2000
2021-07-29,20,30.1,,2.8,64,2000
2021-07-29,21,28.9,,2.5,66,2000
2021-07-29,22,28.4,,2.2,69,2000
2021-07-29,23,27.8,,2.9,70,2000
2021-07-30,00,27.4,,1.4,70,2000
2021-07-30,01,27.1,,1.6,72,2000
2021-07-30,02,26.8,,0.7,73,2000
2021-07-30,03,26.4,,0.5,75,2000
2021-07-30,04,26.2,,0.2,77,2000
2021-07-30,05,26.1,,0.5,76,2000
2021-07-30,06,25.8,,1.6,77,2000
2021-07-30,07,26.1,,1.9,80,2000
2021-07-30,08,27.9,,1.8,76,2000
2021-07-30,09,29.5,,1.6,68,2000
2021-07-30,10,30.8,,1.7,60,2000
2021-07-30,11,32.2,,1.7,57,2000
2021-07-30,12,33.2,,3.2,55,2000
2021-07-30,13,34.3,,2.5,50,2000
2021-07-30,14,35.2,,3.0,46,2000
2021-07-30,15,34.8,,2.4,46,2000
2021-07-30,16,34.7,,3.4,46,2000
2021-07-30,17,34.4,,2.3,46,2000
2021-07-30,18,33.4,,3.4,48,2000
2021-07-30,19,32.0,,2.5,58,2000
2021-07-30,20,31.4,,2.3,61,2000
2021-07-30,21,31.1,,1.3,62,2000
2021-07-30,22,30.6,,2.1,65,2000
2021-07-30,23,30.1,,3.2,71,2000
2021-07-31,00,29.5,,3.8,74,2000
2021-07-31,01,29.1,,1.9,74,2000
2021-07-31,02,27.9,0.6,2.7,86,2000
2021-07-31,03,27.2,2.4,3.1,88,747
2021-07-31,04,27.1,0.0,2.3,88,2000
2021-07-31,05,27.0,,2.3,87,2000
2021-07-31,06,26.8,,1.5,87,2000
2021-07-31,07,26.9,,2.5,86,2000
2021-07-31,08,27.9,,2.6,81,2000
2021-07-31,09,28.7,,2.1,75,2000
2021-07-31,10,29.4,,2.1,74,2000
2021-07-31,11,30.2,,2.2,70,2000
2021-07-31,12,32.0,,3.1,61,2000
2021-07-31,13,32.7,,1.5,59,2000
2021-07-31,14,33.7,,3.1,56,2000
2021-07-31,15,34.2,,3.0,55,2000
2021-07-31,16,34.1,,2.7,53,2000
2021-07-31,17,33.0,,2.8,56,2000
2021-07-31,18,32.6,,3.7,58,2000
2021-07-31,19,30.9,,4.3,60,2000
2021-07-31,20,29.1,,3.2,63,2000
2021-07-31,21,28.7,,2.0,65,2000
2021-07-31,22,28.3,,2.4,71,2000
2021-07-31,23,28.1,,1.5,69,2000
2021-08-01,00,28.0,,1.4,70,2000
2021-08-01,01,27.6,,1.5,75,2000
2021-08-01,02,27.4,,1.4,75,2000
2021-08-01,03,27.3,,1.3,76,2000
2021-08-01,04,27.1,,1.6,76,2000
2021-08-01,05,27.0,,0.1,77,2000
2021-08-01,06,26.9,0.0,1.0,78,2000
2021-08-01,07,26.9,0.0,0.7,79,2000
2021-08-01,08,27.4,0.0,1.6,77,1954
2021-08-01,09,27.5,0.0,1.0,77,1876
2021-08-01,10,26.3,4.4,2.1,86,413
2021-08-01,11,26.8,0.7,1.0,87,886
2021-08-01,12,28.1,0.0,0.6,80,1334
2021-08-01,13,28.7,0.0,1.3,81,1295
2021-08-01,14,27.7,1.1,1.4,80,1876
2021-08-01,15,28.0,0.2,1.0,76,2000
2021-08-01,16,28.6,0.0,1.3,82,1240
2021-08-01,17,28.6,0.0,1.9,79,1847
2021-08-01,18,28.5,0.0,1.4,80,1916
2021-08-01,19,28.4,0.0,1.7,78,1983
2021-08-01,20,26.2,8.0,1.7,92,878
2021-08-01,21,25.7,3.5,1.3,94,260
2021-08-01,22,25.5,1.2,2.1,94,1101
2021-08-01,23,25.3,1.2,2.2,95,610
2021-08-02,00,25.1,0.7,1.8,93,1461
2021-08-02,01,25.2,0.0,0.9,93,2000
2021-08-02,02,25.3,,0.7,93,2000
2021-08-02,03,25.2,,0.9,92,2000
2021-08-02,04,25.2,0.0,0.9,92,2000
2021-08-02,05,25.3,0.0,1.0,92,2000
2021-08-02,06,25.3,0.3,1.7,92,1952
2021-08-02,07,25.3,0.0,1.9,93,1932
2021-08-02,08,25.5,0.3,1.8,95,511
2021-08-02,09,25.6,1.1,0.9,92,1937
2021-08-02,10,25.8,0.0,2.7,88,1983
2021-08-02,11,26.2,,2.7,82,2000
2021-08-02,12,26.8,0.0,1.9,77,2000
2021-08-02,13,26.5,0.0,2.2,79,2000
2021-08-02,14,27.4,0.0,2.3,76,2000
2021-08-02,15,27.9,,2.1,74,2000
2021-08-02,16,28.1,,2.1,72,2000
2021-08-02,17,28.5,,1.8,70,2000
2021-08-02,18,28.3,,0.7,71,2000
2021-08-02,19,28.3,,1.3,71,2000
2021-08-02,20,27.7,,1.2,77,2000
2021-08-02,21,27.1,,0.5,78,2000
2021-08-02,22,26.7,,1.4,79,2000
2021-08-02,23,26.1,,1.3,83,2000
2021-08-03,00,25.9,,1.0,85,2000
2021-08-03,01,25.6,,0.5,84,2000
2021-08-03,02,25.1,,0.3,88,2000
2021-08-03,03,24.8,,1.2,89,2000
2021-08-03,04,24.4,,1.4,90,2000
2021-08-03,05,24.3,,0.4,90,2000
2021-08-03,06,24.2,,1.9,92,1995
2021-08-03,07,24.6,,1.8,91,2000
2021-08-03,08,26.1,,1.6,86,2000
2021-08-03,09,27.3,,1.9,81,2000
2021-08-03,10,28.0,,2.2,79,2000
2021-08-03,11,28.5,,2.2,78,2000
2021-08-03,12,29.9,,1.5,73,2000
2021-08-03,13,30.1,,2.3,67,2000
2021-08-03,14,29.9,,3.3,70,2000
2021-08-03,15,31.3,,2.1,67,2000
2021-08-03,16,30.0,,5.3,71,2000
2021-08-03,17,31.0,0.0,2.5,62,2000
2021-08-03,18,30.7,,2.7,64,2000
2021-08-03,19,30.0,,2.4,64,2000
2021-08-03,20,28.9,,1.9,70,2000
2021-08-03,21,28.4,,1.7,73,2000
2021-08-03,22,28.0,,1.0,75,2000
2021-08-03,23,27.7,,1.0,75,2000
2021-08-04,00,27.5,,0.8,76,2000
2021-08-04,01,27.3,,0.2,77,2000
2021-08-04,02,27.2,,0.8,79,2000
2021-08-04,03,26.9,,0.6,82,2000
2021-08-04,04,26.7,,1.1,83,2000
2021-08-04,05,26.5,,1.1,85,2000
2021-08-04,06,26.4,,1.1,85,2000
2021-08-04,07,26.6,,1.6,87,2000
2021-08-04,08,27.4,,0.8,85,2000
2021-08-04,09,28.6,,2.2,76,2000
2021-08-04,10,29.9,,2.5,68,2000
2021-08-04,11,30.9,,2.5,61,2000
2021-08-04,12,31.4,,3.0,59,2000
2021-08-04,13,31.8,,3.7,57,2000
2021-08-04,14,32.6,,2.8,59,2000
2021-08-04,15,32.3,,3.6,55,2000
2021-08-04,16,32.8,,2.8,55,2000
2021-08-04,17,31.3,,2.9,60,2000
2021-08-04,18,31.0,,2.1,60,2000
2021-08-04,19,30.0,,2.7,61,2000
2021-08-04,20,28.9,,2.5,66,2000
2021-08-04,21,28.0,,1.7,71,2000
2021-08-04,22,27.5,,1.7,73,2000
2021-08-04,23,27.0,,1.2,74,2000
2021-08-05,00,26.5,,1.2,77,2000
2021-08-05,01,26.3,,0.3,78,2000
2021-08-05,02,26.0,,0.7,80,2000
2021-08-05,03,25.8,,1.6,81,2000
2021-08-05,04,25.7,,1.7,83,2000
2021-08-05,05,25.6,,1.8,82,2000
2021-08-05,06,25.6,,1.4,81,2000
2021-08-05,07,25.9,,2.5,80,2000
2021-08-05,08,27.5,,1.8,77,2000
2021-08-05,09,29.2,,0.8,67,2000
2021-08-05,10,30.4,,1.2,62,2000
2021-08-05,11,31.0,,1.3,59,2000
2021-08-05,12,31.8,,2.8,59,2000
2021-08-05,13,32.6,,2.2,56,2000
2021-08-05,14,32.8,,1.6,54,2000
2021-08-05,15,33.5,,3.1,56,2000
2021-08-05,16,32.8,,2.2,57,2000
2021-08-05,17,32.8,,3.8,56,2000
2021-08-05,18,32.4,,3.4,57,2000
2021-08-05,19,31.4,,2.8,59,2000
2021-08-05,20,29.9,,2.9,63,2000
2021-08-05,21,29.2,,1.9,69,2000
2021-08-05,22,28.4,,1.6,71,2000
2021-08-05,23,27.9,,2.5,74,2000
2021-08-06,00,27.5,,1.4,75,2000
2021-08-06,01,27.2,,1.7,77,2000
2021-08-06,02,27.0,,0.8,77,2000
2021-08-06,03,26.7,,0.8,78,2000
2021-08-06,04,26.6,,1.5,79,2000
2021-08-06,05,26.3,,1.6,79,2000
2021-08-06,06,26.2,,1.0,79,2000
2021-08-06,07,26.5,,1.4,80,2000
2021-08-06,08,27.7,,1.5,77,2000
2021-08-06,09,29.2,,1.9,72,2000
2021-08-06,10,30.3,,2.4,65,2000
2021-08-06,11,31.0,,1.0,61,2000
2021-08-06,12,31.7,,1.9,58,2000
2021-08-06,13,31.9,,1.5,58,2000
2021-08-06,14,28.3,,8.1,68,2000
2021-08-06,15,28.0,,6.9,63,2000
2021-08-06,16,28.6,,3.8,62,2000
2021-08-06,17,29.3,,1.9,59,2000
2021-08-06,18,29.3,,1.8,58,2000
2021-08-06,19,28.8,,1.5,60,2000
2021-08-06,20,28.3,,0.9,61,2000
2021-08-06,21,27.4,,3.2,68,2000
2021-08-06,22,26.3,,3.0,72,2000
2021-08-06,23,26.2,,1.3,72,2000
2021-08-07,00,26.0,,0.3,71,2000
2021-08-07,01,25.7,,1.4,72,2000
2021-08-07,02,25.0,,2.6,78,2000
2021-08-07,03,24.4,,0.7,80,2000
2021-08-07,04,24.1,,0.7,82,2000
2021-08-07,05,23.6,,0.3,82,2000
2021-08-07,06,23.4,,0.4,83,2000
2021-08-07,07,23.7,,0.9,82,2000
2021-08-07,08,25.1,,2.3,77,2000
2021-08-07,09,26.5,,2.6,72,2000
2021-08-07,10,28.0,,1.9,66,2000
2021-08-07,11,29.5,,2.7,60,2000
2021-08-07,12,30.3,,2.4,55,2000
2021-08-07,13,30.6,,2.7,55,2000
2021-08-07,14,30.9,,2.8,53,2000
2021-08-07,15,32.0,,2.7,50,2000
2021-08-07,16,32.0,,2.6,51,2000
2021-08-07,17,32.0,,2.4,53,2000
2021-08-07,18,31.7,,3.6,48,2000
2021-08-07,19,30.3,,2.7,60,2000
2021-08-07,20,29.2,,3.5,65,2000
2021-08-07,21,28.6,,2.3,63,2000
2021-08-07,22,28.3,,3.1,65,2000
2021-08-07,23,27.6,,0.1,66,2000
2021-08-08,00,26.8,,1.0,69,2000
2021-08-08,01,26.3,,0.6,72,2000
2021-08-08,02,25.8,,0.3,74,2000
2021-08-08,03,25.3,,1.2,77,2000
2021-08-08,04,25.1,,0.5,78,2000
2021-08-08,05,24.8,,2.0,80,2000
2021-08-08,06,24.5,,1.4,80,2000
2021-08-08,07,24.7,,2.1,84,2000
2021-08-08,08,25.6,,1.9,81,2000
2021-08-08,09,26.7,,1.4,78,2000
2021-08-08,10,28.5,,1.6,71,2000
2021-08-08,11,30.2,,2.2,64,2000
2021-08-08,12,31.0,,2.1,65,2000
2021-08-08,13,31.8,,2.9,60,2000
2021-08-08,14,32.0,,2.2,59,2000
2021-08-08,15,31.5,0.0,2.6,59,2000
2021-08-08,16,26.8,11.5,3.0,84,1500
2021-08-08,17,25.3,0.9,2.8,83,1500
2021-08-08,18,25.4,0.0,2.0,77,2000
2021-08-08,19,25.1,0.1,0.6,80,2000
2021-08-08,20,25.1,0.2,0.9,83,2000
2021-08-08,21,25.1,,0.4,85,2000
2021-08-08,22,24.9,,1.8,86,2000
2021-08-08,23,25.0,,2.9,79,2000
2021-08-09,00,24.7,,0.7,77,2000
2021-08-09,01,24.3,,1.4,81,2000
2021-08-09,02,23.7,,1.4,81,2000
2021-08-09,03,23.5,,0.7,82,2000
2021-08-09,04,23.4,,1.7,80,2000
2021-08-09,05,23.3,,0.2,79,2000
2021-08-09,06,23.5,,0.9,81,2000
2021-08-09,07,23.9,,1.8,79,2000
2021-08-09,08,25.3,,2.6,74,2000
2021-08-09,09,28.0,,2.7,65,2000
2021-08-09,10,28.5,,1.9,65,2000
2021-08-09,11,30.6,,2.5,54,2000
2021-08-09,12,31.1,,1.8,54,2000
2021-08-09,13,32.2,,3.1,48,2000
2021-08-09,14,32.9,,3.9,46,2000
2021-08-09,15,33.3,,2.2,44,2000
2021-08-09,16,33.6,,2.9,45,2000
2021-08-09,17,33.2,,3.7,46,2000
2021-08-09,18,32.0,,3.5,49,2000
2021-08-09,19,31.0,,2.7,52,2000
2021-08-09,20,29.5,,2.0,55,2000
2021-08-09,21,28.6,,2.8,60,2000
2021-08-09,22,27.8,,3.4,62,2000
2021-08-09,23,27.2,,2.7,63,2000
2021-08-10,00,26.6,,2.7,64,2000
2021-08-10,01,26.1,,2.5,67,2000
2021-08-10,02,25.7,,2.2,65,2000
2021-08-10,03,25.2,,2.9,67,2000
2021-08-10,04,24.9,,2.3,67,2000
2021-08-10,05,24.5,,2.6,69,2000
2021-08-10,06,24.3,,2.5,69,2000
2021-08-10,07,24.5,,1.5,70,2000
2021-08-10,08,26.0,,0.9,67,2000
2021-08-10,09,27.5,,2.0,62,2000
2021-08-10,10,28.6,,1.2,61,2000
2021-08-10,11,30.0,,2.4,59,2000
2021-08-10,12,30.1,,2.9,61,2000
2021-08-10,13,30.5,,3.6,58,2000
2021-08-10,14,31.6,,3.5,51,2000
2021-08-10,15,31.7,,2.2,49,2000
2021-08-10,16,31.7,,3.6,48,2000
